Question,Answer
DEPOSITOS  01 Deposito identificado ou Codigo identificador  O que e e como fazer,Algumas contas permitem apenas depositos identificados Servico que permite ao fornecedor de bens ou servicos receber valores de suas vendas mediante identificacao do depositante Neste caso o credor deve informar ao devedor o codigo a ser utilizado no momento do deposito ou transferencia Admite acolhimento de deposito no guiche de caixa e por envelope nos terminais de autoatendimento Admite transferencia identificada na Internet no Gerenciador Financeiro e no terminal de autoatendimento Nao e possivel fazer transferencia para contas que so aceitam depositos identificados pelo Mobile aplicativo BBCaso voce queira que o deposito seja identificado nos casos em que o codigo identificador nao e obrigatorio informamos que as transferencias pelos canais de autoatendimento TAA Celular Internet ou Gerenciador Financeiro para o BB ou outro banco automaticamente sera identificadaPortanto voce pode fazela nas transacoes tradicionais de transferencia sem precisar informar seu nome ou CPF
CONTA SALARIO  04 Meu salario nao foi creditado O que fazer,Caso ja tenha consultado o saldo da conta corrente consulte tambem o saldo da conta salario e confirme se realmente nao foi creditado Se o saldo estiver disponivel na conta salario no momento de sacar ou transferir voce deve selecionar a opcao Conta Salario caso contrario o sistema informara a mensagem de saldo insuficienteCaso voce identifique que o credito nao foi processado entre em contato com o empregador e verifique se o pagamento realmente foi enviado se a conta foi informada corretamente ou se houve algum erro no processamento do credito do salarioInformamos que apos a liberacao do salario pela empresa o credito em sua conta podera ser feito no processamento noturno portanto no dia da liberacao caso nao tenha sido creditado ainda aguarde ate o dia seguinte para consultar o saldo da conta
CONTA BLOQUEADA  02 Minha conta esta bloqueada nao consigo movimentar Qual o motivo,Existem varios motivos os mais comuns saoa Cliente com renegociacao de divida Cliente que possuem renegociacao de divida cujo o saldo devedor da conta corrente foi um dos produtos renegociados conforme Termo de Compromisso na vigencia do acordo de negociacao a conta fica inibida para movimentacoes Caso voce receba salario por esta conta fazse necessario a abertura de nova conta corrente Os creditos recebidos em consta salario ou conta poupanca vinculadas na conta corrente nesta situacao so serao liberados com o comparecimento do titular em uma agencia do BB Voce pode abrir uma nova conta atraves do Celular aplicativo BB  Conta Facil ou diretamente em uma agencia BB para futuras movimentacoes Caso voce utilize esta conta para recebimento de salario informe ao empregador o numero da nova contab Conta sem movimentacao ha 90 ou 180 dias Por norma do Bacen conforme o disposto no item 152 das Clausulas Gerais do Contrato de Conta Corrente a conta nao movimentada por mais de 180 dias corridos e considerada inativa sendo iniciado o processo de encerramento da mesma Para as contas inativas ha mais de 180 dias o sistema implanta automaticamente restricao de movimentacao O BB emite um comunicado para o cliente no endereco cadastrado comunicando a inatividade Caso sua conta nao tenha recebido nenhum credito ou que nao tenha sido efetuado nenhum debito neste periodo pode ser este o motivonbsp O desbloqueio pode ocorrer de forma automatica quando do recebimento de credito no processamento noturno ou seja aguarde 01 dia util e tente movimentar pelos canais de autoatendimento TAA internet ou mobile apos este prazo caso nao consiga efetuar a transacao que deseja devera procurar a agencia mais proxima e solicitar o desbloqueio da conta Lembramos que tarifas juros ou IOF nao caracterizam movimentacao de conta correntec Bloqueio de seguranca Nesse caso procure sua agencia para regularizacaod Bloqueio judicial feita pelo Banco para cumprir ordem judicialnbsp e Bloqueio por CPF irregular Nesse caso compareca na Receita Federal para regularizacao
CONTA SALARIO  03 Como transferir da Conta Salario para Conta corrente de forma automatica,De acordo com a Resolucao Bacen n 3402 todos os clientes recebedores de salario devem formalizar junto as Instituicoes Financeiras a indicacao da opcao bancaria para credito dos seus proventosVoce pode fazer a solicitacao em terminais de autoatendimento Conta CorrenteCadastra Livre Opcao Bancaria internet Conta CorrenteConta Salario  Livre Opcao Bancaria celulares Conta Corrente Livre Opcao Bancaria ou mesmo na agencia sua agencia de relacionamento Assim que creditado na conta salario automaticamente sera transferido para sua conta corrente BB apos essa adesao que pode ser solicitada ate 5 dias antes do proximo salario e a adesao ocorre apenas uma vez
LANCAMENTOS EM CONTA  02 O que e Lancamentos Futuros a debito da conta corrente,Sao pagamentos agendados de forma automatica ou manual referente a produtos contratados pagamentos de titulos ou boletos transferencias agendadas dentre outrosNo caso de pagamentos de boletos ou titulos pagos manualmente podem ser cancelados antes do debito definitivo nos canais de autoatendimento Terminal de autoatendimento BB internet ou celular na opcao Pagamentos gt Cancela agendamento Para lancamentos referentes a debito automatico energia agua gas telefone etc voce pode suspender o debito de forma definitiva ou apenas o lancamento antes do debito definitivo pelos canais de autoatendimento BB Terminal de autoatendimento BB internet ou celular na opcao Pagamento gt Debito automatico gt Debitos agendados cancela o lancamento ou Cancelamento de autorizacao cancela autorizacao para lancamentos futurosPodem ser lancamentos de produtos e servicos contratados tais como CDC Cartao de credito com debito automatico seguros etc
LANCAMENTOS EM CONTA  01 O que e anotacao provisoria de debito,A anotacao provisoria de debito pode se referir a aplicacoes financeiras tarifas debito automatico em conta corrente de convenio ou emprestimos dentre outros O historico do lancamento e alterado para definitivo no processamento noturno das transacoes sendo que em finais de semana ou feriados o processamento e realizado no primeiro dia util seguinte
TRANSFERENCIAS ENTRE CONTAS BB  05 Ao tentar transferir para uma conta no BB e aparece uma mensagem de Banco Invalido Como proceder,Provavelmente ao solicitar a transferencia voce esteja selecionando a opcao Outros Bancos DOC ou TED equivocadamenteSe voce precisa transferir valor entre contas do BB voce precisa selecionar a opcao Transferencia gt Transf entre contas BB Neste caso basta informar data agencia conta e valor confira o nome do credor antes de confirmarSe voce precisa transferir valor para outro Banco diferente do BB entao voce precisa selecionar a opcao Transferencia gt Outros Bancos gt DOC ou TED Neste caso precisa ser informado o Banco destinatario dentre outras informacoes
TRANSFERENCIAS ENTRE CONTAS BB  04 Transferi ou depositei na conta errada E agora,So e possivel cancelar a transferencia se ela foi agendada para uma data futura e nao tiver sido processada ainda O cancelamento pode ser efetuado nos canais de autoatendimento BB Terminal de autoatendimento BB internet ou celular na opcao Transferencia gt Cancela AgendamentoEsclarecemos que em respeito ao disposto no Art 3 da resolucao CMN n 3695 de marco de 2009 o BB nao pode efetuar debitos em contas dos seus clientes sem previa autorizacao dos mesmos portanto o BB nao pode realizar o estorno de transferencias e depositos ja realizados
TRANSFERENCIAS ENTRE CONTAS BB  03 Conta Privativa o que e,A mensagem conta privativa pode ocorrer em alguns casos que impedem ou regulamentam os depositos Os casos mais comuns sao Transferencias para conta poupanca e equivocadamente voce digitou a opcao de conta corrente Transferencias para contas especificas para receber salario conta salario admite apenas credito do empregador Transferencias para contas aptas a receber somente deposito identificado neste caso portando do codigo identificador utilize a opcao deposito identificado Ou transferencia pelo TAA ou internet deposito identificado ou Transferencia ou deposito para conta que esteja impedida de receber creditos por outros motivos neste caso entre em contato com o titular da conta
TRANSFERENCIAS ENTRE CONTAS BB  02 Fiz uma transferencia e o valor nao foi creditado,Nao ha nos historicos registros de falhas de transferencias solicitadas e nao processadas por erro de sistema Porem podemos orientalo quais situacoes podem ocorrer ou como identificar se a transferencia foi ou nao processadaSe transferencia entre contas BBnbsp Consulte no extrato da conta se houve debito da transferencia solicitada Se o debito ocorreu a transferencia foi processada com sucesso Consulte o comprovante da transferencia nos canais de autoatendimento Terminal autoatendimento BB internet ou celular na opcao Transferencia gt 2 via de Comprovante de Transferencia e verifique os dados da conta de destino e veja se foram informados corretamente Caso voce tenha concluido que a transacao foi efetivada com sucesso entao peca que o destinatario confirme o credito em sua conta corrente ou conta poupanca se for o casoCaso o valor nao tenha sido debitado na sua conta corrente existem algumas possibilidadesnbsp No momento de informar a data foi informada uma data futura neste caso a transferencia foi agendada nos lancamentos futuros da conta A transferencia foi agendada e no dia marcado nao havia saldo suficiente disponivel confirme no extrato se havia saldo ou No momento da solicitacao a transacao nao foi concluida e o pedido de transferencia nao foi registrado 
TRANSFERENCIAS ENTRE CONTAS BB  01 Transferencia agendada a credito da minha conta Qual a origem,Os lancamentos que aparecem como agendados a credito no extrato da conta corrente referemse a agendamentos realizados por terceiros para a sua conta porem nao e possivel informar a origem Na data prevista para a efetivacao do credito caso se confirme o lancamento pelo remetente as informacoes sao descritas no extrato
SALDO INSUFICIENTE  01 Estou tentando sacar e aparece saldo insuficiente,Verifique se voce esta utilizando a transacao correta e onde o dinheiro esta disponivel Se voce recebe salario e esta tentando sacalo ele pode estar disponivel na Conta Salario neste caso voce deve informar a opcao de saque da conta salario Se voce esta tentando sacar da poupanca verifique se esta informando saque da poupanca Verifique no extrato ou saldo da conta se na data da tentativa do saque havia saldo suficiente pois pode ter havido alguma parcela de produto fatura de cartao cdc etc vencendo e o saldo ter sido aprovisionado naquela data indisponibilizando parte ou total do saldoCaso voce receba salario e mensalmente esteja caindo na conta salario voce tem a opcao de indicar a conta corrente ou poupanca BB para credito do salario de forma automatica Esta opcao esta disponivel nos canais de autoatendimentonbsp
EXTRATOS  01 Como obter extratos de conta corrente de periodos anteriores,Na internet celular e Terminais de Autoatendimento voce pode obter os extratos de sua conta corrente dos ultimos 5 anos diretamente no Menu Conta corrente gt Extrato de Conta corrente gt Mes anteriorExtratos de periodos anteriores aos ultimos 05 anos podem ser solicitados em qualquer agencia BB mediante pagamento de tarifa
IOF  01 O que e IOF,O IOF Imposto sobre Operacoes Financeiras e um imposto federal que incide sobre Operacoes de Credito Limites de cheque especial CDC etc de Cambio de Seguro e Operacoes relativas a titulos ou valores mobiliarios
01 Como faco para localizar uma agencia Preciso saber o telefone e os servicos realizados em uma determinada agencia,Encontre o BB mais proximo de voce no endereco encontreobbcombr
03 Enviei ordem de pagamento para o exterior e a pessoa nao recebeu,Primeiramente confirme com o BENEFICIARIO se as informacoes do endereco bancario estao corretas banco agencia conta corrente nome completo e enderecoPara Paises da Europa e obrigatorio fornecer o IBAN do beneficiarionbsp Compare com os dados constantes na mensagem SWIFT enviadanbspPara consultarnbsp a mensagem SWIFTnbsp acesse sua conta conta corrente e consultas  Extratos  Ordens de pagamento  Enviadas ao exteriornbspO Prazo para Pagamento no Exterior pode sernbspa ordens enviadas por mensagem Swift  ficam disponiveis no banco destinatario em 2 dois dias uteis apos a data do envio Nao sao considerados dias uteis os feriados no Brasil e no exteriornbspb ordens enviadas por convenio Western Union  as ordens emitidas pelo convenio Western Union ficam disponiveis imediatamente para pagamento no exterior onlinenbsp
JUROS  01 Porque esta cobrando juros e encargos na minha conta corrente,Sao juros apurados por dias corridos com base na taxa proporcional diaria e cobrados pela utilizacao do limite de cheque especialO debito ocorre no primeiro dia util do mes seguinte ao da utilizacao do limite de credito ou na data escolhida pelo cliente dia util subsequente
ENCERRAMENTO DE CONTA  03 Minha conta foi encerrada sem minha autorizacao,A Conta Corrente nao movimentada pelo correntista no periodo de 180 cento e oitenta dias corridos sera considerada inativa e sera dado inicio ao processo de encerramento conforme disposto nas Clausulas Gerais do Contrato de Conta Corrente No encerramento da conta o BB expedira aviso ao correntista informandolhe a data do efetivo encerramento da conta podendo o aviso ser efetuado por meio eletronicoRessaltamos que para a solicitacao de reabertura da conta fazse necessario o comparecimento na agencia de posse dos documentos originais obrigatorios para que seja analisado o pedidoSe a conta receber credito dentro do processo de encerramento o cliente devera aguardar um dia util e tentar efetuar o saque ou qualquer outra movimentacao pelos canais de autoatendimento TAA internet ou celular cadastrado Caso nao exista nenhum impedimento sua conta sera desbloqueada automaticamente
ENCERRAMENTO DE CONTA  02 Como encerrar uma conta corrente,A solicitacao pode ser feita em qualquer agencia do BB mediante apresentacao de documento de identidadeSe a conta for conjunta a formalizacao e a assinatura deverao ser feitas por todos os integrantes da conta corrente se nao solidarios e um deles se solidariosPara que seja possivel o encerramento Devolva o cartao e talao de cheques Regularize o saldo devedor ou credor se for o caso O encerramento ocorre somente quando o saldo final da conta for igual a zero e todos os debitos estiverem liquidados Se tiver uma conta poupanca ou cartao vinculada a conta corrente e decidir mantela ativa deve ser solicitado novo cartao magnetico para movimentacao da conta poupanca Inutilize o cartao antigo tao logo receba o novo cartao solicitadoNos casos de contas abertas pelo celular Conta Facil tambem e possivel o encerramento pelo celular desde que esteja com saldo zerado e nao possuir nenhum produto vinculado a conta que iniba seu encerramento
ENCERRAMENTO DE CONTA  01 O que acontece se deixar de movimentar minha conta corrente,Com 90 dias de nao movimentacao da conta corrente sera enviada correspondencia comunicando a situacao da conta porem a conta nao esta encerradanbspCom 180 dias de nao movimentacao da conta corrente ela sera considerada inativa A incidencia de debitos de tarifas juros e IOF serao suspensas Apos esse periodo a conta corrente e inserida no processo de encerramento automatico sendo encerrada 30 dias depois desde que nao possua saldo debitos ou produtos nela vinculadanbspA condicao de conta inativa pode ser alterada De forma automatica se houver movimentacao espontanea credito na conta e sera desbloqueada um dia util apos a efetivacao do credito De forma manual no caso de necessidade de movimentacao da conta pelo cliente nas agencias BB
O que e uma contacorrente,E uma conta livremente movimentada por meio de cheques eou cartao magnetico sem interferencia do Banco E o tipo mais usual de conta bancaria Possibilita ao cliente realizar transacoes como depositos transferencias de valores ordem de pagamento debito automatico aplicacoes financeiras etc
Quais os documentos necessarios para abertura de contacorrente,E necessario apresentar o original dos seguintes documentosDocumento de identificacao com foto que tenha fe publica RG Carteira Nacional de Habilitacao  CNH Passaporte emitido pelo Departamento de Policia Federal Carteira de Trabalho  CTPS Carteira de Identidade Militar dentre outros admitidos pelo BB CPF Comprovante de residencia emitido ou postado ha menos de 90 dias contas de agua luz telefone gas ou TV por assinatura contrato de aluguel dentre outros aceitos pelo BB O comprovante deve estar em seu nome ou de membro da familia quando comprovado o relacionamento certidao de nascimento ou casamento documento de identidade etc Comprovante de renda contracheque holerite Declaracao de Imposto de Renda Carteira de Trabalho dentre outros aceitos pelo BBemitido ou postado ha menos de 90 dias
Como faco para solicitar a abertura de uma contacorrente,TAPara solicitar a abertura da conta compareca a agencia de sua preferencia munido da documentacao necessaria A ficha proposta de abertura de conta esta sujeita a aprovacao A assinatura da PropostaContrato pelo BB formaliza a abertura da conta
Existe idade minima para solicitar a abertura de contacorrente,Nao porem o menor deve ser representado ou assistido pelos pais ou por um tutor nomeado legalmente Nestes casos o menor e seu representante legal devem apresentar a documentacao necessaria para abertura da conta
Quais os cuidados que devo ter no momento da abertura da conta, Ler cuidadosamente o contrato de abertura de conta que e composto de clausulas gerais e propostacontrato Tomar conhecimento das tarifas cobradas pela aquisicaoutilizacao de produtos e servicos conforme tabela de tarifas disponibilizada no bbcombr e afixada nas agencias em local visivel Nao assinar nenhum documento antes de esclarecer todas as duvidas Solicitar copia dos documentos que assinou
Estrangeiro pode solicitar a abertura de contacorrente,O cliente Estrangeirodomiciliado no pais pode solicitar a abertura da conta desde que apresente aCedula de Identidade de Estrangeiro CIE ou o protocolo de solicitacao doreferido documento dentro do prazo de validade e os demais documentos necessarios a abertura daconta
O que e conta salario e como faco para movimentar o valor disponivel,E uma conta individual pessoa fisica aberta a pedido do empregador que mantem convenio de pagamento de salarios com o Banco destinada a receber salarios proventos pensoes e similares A conta salario so admite depositos provenientes da fonte pagadora empregador sendo movimentada exclusivamente por cartao de debito O saldo pode ser movimentado atraves de saques totais ou parciais e transferencia para contacorrente ou conta poupanca no Banco do Brasil ou para conta em outro banco da qual o beneficiario seja um dos titularesCaso prefira transferir o valor creditado em conta salario para uma contacorrente ou conta poupanca no Banco do Brasil mensalmente de forma automatica voce pode registrar a opcao pelo Celular Portal BB internet ou Terminais de Autoatendimento do BB opcao Conta correntegtLivre opcao bancariaPara outros bancos a LOB Livre Opcao Bancaria deve ser solicitada formalmente em sua agencia de relacionamento
Estou tentando sacar meu salario e nao estou conseguindo O que esta acontecendo,Pode estar acontecendo uma das situacoes abaixo Verifique se o salario caiu na conta salario conta corrente ou poupanca caso o saldo esteja disponivel na conta salario voce deve selecionar a opcao Saque de conta salario ao efetivar o saque Nos canais de autoatendimento voce tem a opcao de indicar a conta corrente ou poupanca BB para recebimento do salario de forma automatica Caso esteja com a informacao de Conta Privativa verifique se sua conta corrente possui algum debito em aberto ou se foi feita renegociacao de divida que esteja indisponibilizando o saque Neste caso procure preferencialmente sua agencia para regularizar sua conta e desbloquear o salario Nos casos de renegociacao de dividas via boleto orientamos que seja aberta nova conta para recebimento de salario e seja informado o novo numero para a fonte pagadora empregador
Como transferir da Conta Salario para Conta corrente de forma automatica,Informo que de acordo com a Resolucao Bacen n 3402 todos os clientes recebedores de salario devem formalizar junto as Instituicoes Financeiras a indicacao da opcao bancaria para credito dos seus proventosVoce pode fazer a solicitacao em terminais de autoatendimento Conta CorrenteCadastra Livre Opcao Bancaria internet Conta CorrenteConta Salario  Livre Opcao Bancaria celulares Conta Corrente Livre Opcao Bancaria ou mesmo na agencia sua agencia de relacionamento Assim que creditado na conta salario automaticamente sera transferido para sua conta corrente BB apos essa adesao que pode ser solicitada ate 5 dias antes do proximo salario e a adesao ocorre apenas uma vez
Meu salario nao foi creditado O que fazer,Caso ja tenha consultado o saldo da conta corrente consulte tambem o saldo da conta salario e confirme se realmente nao foi creditado Se o saldo estiver disponivel na conta salario no momento de sacar ou transferir voce deve selecionar a opcao Conta Salario caso contrario o sistema informara a mensagem de saldo insuficienteCaso voce identifique que o credito nao foi processado entre em contato com o empregador e verifiquenbspnbsp nbspse o pagamento realmente foi enviadonbspnbsp nbspse a conta foi informada corretamente ou nbspnbsp nbspse houve algum erro no processamento do credito do salario Informamos que apos a liberacao do salario pela empresa o credito em sua conta podera ser feito no processamento noturno portanto no dia da liberacao caso nao tenha sido creditado ainda aguarde ate o dia seguinte para consultar o saldo da conta
O que e Livre Opcao Bancaria LOB,E a liberdade que cada empregadoservidor possui para escolher o banco onde deseja receber os seus proventos A opcao bancaria deve ser feita pelo cliente por meio de um pedido formal ao Banco indicando os dados do Bancoagenciaconta em que deseja receber seu pagamento
Como transferir da Conta Salario para Conta Corrente de forma automatica,Informo que de acordo com a Resolucao Bacen n 3402 todos os clientes recebedores de salario devem formalizar junto as Instituicoes Financeiras a indicacao da opcao bancaria para credito dos seus proventosVoce pode fazer a solicitacao em terminais de autoatendimento Conta CorrenteCadastra Livre Opcao Bancaria internet Conta CorrenteConta Salario  Livre Opcao Bancaria celulares Conta Corrente Livre Opcao Bancaria ou mesmo na agencia sua agencia de relacionamento Assim que creditado na conta salario automaticamente sera transferido para sua conta corrente BB apos essa adesao que pode ser solicitada ate 5 dias antes do proximo salario e a adesao ocorre apenas uma vez
O que e contacorrente inativa,E uma Conta nao movimentada pelo cliente ha mais de 180 dias Esta situacao inicia o processo de encerramento da conta
Minha conta esta bloqueada nao consigo movimentar Qual o motivo,Anbspnbsp nbspCliente com renegociacao de divida Cliente que possuem renegociacao de divida cujo o saldo devedor da conta corrente foi um dos produtos renegociados conforme Termo de Compromisso na vigencia do acordo de negociacao a conta fica inibida para movimentacoes Caso voce receba salario por esta conta fazse necessario a abertura de nova conta correnteOs creditos recebidos em consta salario ou conta poupanca vinculadas na conta corrente nesta situacao so serao liberados com o comparecimento do titular em uma agencia do BB nbspVoce pode abrir uma nova conta atraves do Celular aplicativo BB Conta Facil ou diretamente em uma agencia BB para futuras movimentacoesCaso voce utilize esta conta para recebimento de salario informe ao empregador o numero da nova contaBnbspnbsp nbspConta sem movimentacao ha 90 ou 180 dias Por norma do Bacen conforme o disposto no item 152 das Clausulas Gerais do Contrato de Conta Corrente a conta nao movimentada por mais de 180 corridos e considerada inativa sendo iniciado o processo de encerramento da mesma Para as contas inativas ha mais de 180 dias o sistema implanta automaticamente restricao de movimentacao O BB emite um comunicado para o cliente no endereco cadastrado comunicando a inatividadeCaso sua conta nao tenha recebido nenhum credito ou que nao tenha sido efetuado nenhum debito neste periodo pode ser este o motivo O desbloqueio pode ocorrer de forma automatica quando do recebimento de credito no processamento noturno ou seja aguarde um dia util e tente movimentar pelos canais de autoatendimento caixas eletronicos BB internet ou mobile Apos este prazo caso nao consiga efetuar a transacao que deseja devera procurar a agencia mais proxima e solicitar o desbloqueio da conta Lembramos que tarifas juros ou IOF nao caracterizam movimentacao de conta correnteCnbspnbsp nbspBloqueio de seguranca Nesse caso procure sua agencia para regularizacaoDnbspnbsp nbspBloqueio judicial feita pelo Banco para cumprir ordem judicialnbsp nbspEnbspnbsp nbspBloqueio por CPF irregular Nesse caso compareca na Receita Federal para regularizacao
O que e Conta Privativa,A mensagem conta privativa pode ocorrer em alguns casos que impedem ou regulamentam os depositos Os casos mais comuns sao Transferencias para conta poupanca e que equivocadamente voce digitou a opcao de conta corrente Transferencias para contas especificas para receber salario conta salario admite apenas credito do empregador Transferencias para contas aptas a receber somente deposito identificado neste caso portando do codigo identificador utilize a opcao deposito identificado Ou transferencia pelo caixa eletronico BB ou internet deposito identificado ou Transferencia ou deposito para conta que esteja impedida de receber creditos por outros motivos neste caso entre em contato com o titular da conta
Como obter extratos de uma conta poupanca,Voce pode obter gratuitamente o extrato de sua conta poupanca dos ultimos 3 anos na InternetMobile clicando no Menu Poupancagt Consulta Extrato Nos terminais de autoatendimento BB Caixa Eletronico sao isentos de tarifas 2 extratos mensais A partir do 3 extrato no mes e cobrada tarifa Para periodos superiores o extrato podera ser solicitado em qualquer agencia BB mediante pagamento de tarifa conforme tabela de tarifas
Foram cobradas tarifas na minha conta de poupanca e nao sei do que se trata,A conta poupanca possui franquia para movimentacao por meios eletronicos com limite mensal de quantidade de servicosNa tabela de tarifas disponivel no site httpswwwbbcombrdocspubtrftarifasPFpdfnbsp voce pode consultar a franquia de Servicos Essenciais servicosquantidade que sao gratuitosQuando as transacoes mensais excedem aos servicos essenciais sao cobradas tarifas avulsas constantes na mesma tabela de tarifas citadas anteriormente
Como faco para transformar minha conta poupanca em conta corrente,Se voce possui conta poupanca conta salario ou Conta Facil pode realizar o upgrade para conta corrente pelo celular aplicativo BB no Menu Upgrade de conta e seguir os passos apresentados sem precisar ir a uma agencianbspA alteracao do tipo de conta tambem pode ser solicitada em qualquer agencia apresentando os documentos pessoais RG CPF comprovante de residencia e de rendimentos com menos de 90 dias para formalizar seu pedido
Onde desbloquear minhas senhas,Apos a terceira vez consecutiva que voce impostar sua senha incorretamente ele sera bloqueadaCaso nao lembre da senha ou do codigo atual proceder a alteracao vide perguntas especificasVoce podera efetuar o desbloqueio ou o bloqueio de suas senhas8 Digitos Mobile Caixas Eletronicos e Agencia6 Digitos Mobile Internet Caixas Eletronicos e Agencia4 Digitos Mobile Internet Caixas Eletronicos CABB e AgenciaCodigo de Acesso Uma tentativa no Caixa eletronico BB apos tres digitacoes incorretas em qualquer terminal de autoatendimento
Como desbloquear minhas senhas no Caixa Eletronico,8 DigitosVoce pode desbloquear sua senha de 8 digitos no caixa eletronico BB acessando Outras Opcoes gt Seguranca gt Senhas gt Desbloqueio Confirmacao com biometria ou cartao e codigo de acessoClientes conta facil desbloqueiam a senha de 8 digitos no caixa eletronico com o uso de cartao e codigo de acesso6 DigitosVoce pode desbloquear sua senha de 6 digitos no caixa eletronico BB acessando Outras Opcoes gt Seguranca gt Senhas gt Desbloqueio Confirmacao com biometria ou cartao e codigo de acessoClientes conta facil desbloqueiam a senha de 6 digitos no caixa eletronico com o uso de cartao e codigo de acesso4 DigitosVoce pode desbloquear sua senha de 4 digitos no caixa eletronico BB acessando Outras Opcoes gt Seguranca gt Senhas gt Desbloqueio Confirmacao com biometria ou cartao e codigo de acessoCodigo de AcessoOferta ativa ao inserir o cartao no caixa eletronico e existir registro de bloqueio do codigo de acesso por digitacao errada 3 vezes o desbloqueio e feito ao digitar o codigo de corretamenteCaso o codigo tenha sido informado incorretamente pela 4 vez deve ser feito os procedimentos de cancelamento do codigo para geracao de um novo 
Como desbloquear minhas senhas na CABB,Nao e possivel efetuar o desbloqueio pela CABB Consulte como proceder nos outros canais Mobile Internet e Caixa Eletronico
Como desbloquear minhas senhas na Internet,8 DigitosSe voce bloqueou sua senha de 8 digitos nao e possivel desbloquear na Internet6 DigitosAcesse sua conta e selecione Menu gt Seguranca gt Senhas gt Desbloqueio gt Senha de 6 digitos Confirmacao apenas com BB Code4 DigitosO desbloqueio da senha de 4 digitos pode ser feito acessando sua conta e selecionando Menu gt Seguranca gt Senhas gt Desbloqueio Confirmacao com senha de 6 digitos ou BB Code
Como desbloquear minhas senhas no Mobile,8 DigitosSe voce bloqueou sua senha de 8 digitos por digitacao incorreta 3 vezes o desbloqueio pode ser efetuado no proprio Mobile acessando o aplicativo App BB digitando novamente a senha e selecionando o botao apresentado de desbloquear senha tem que ser no dispositivo autorizado  BB Code ou Push  senha atualCaso nao se lembre da senha efetue os procedimentos de alteracao6 DigitosSe voce bloqueou sua senha de 6 digitos o desbloqueio pode ser feito acessando sua conta no aplicativo App BB gt Menu gt Servicos gt Solucoes de Senhas gt Senha de 6 digitos gt Desbloquear gt Digite a senha atual e selecione o botao Confirmo Desbloqueio tem que ser no dispositivo autorizado  BB Code ou PushCaso nao se lembre da senha efetue os procedimentos de alteracao4 DigitosSe voce bloqueou sua senha de 4 digitos o desbloqueio pode ser feito acessando sua conta no aplicativo App BB gt Menu gt Servicos gt Solucoes de Senhas gt Senha de 4 digitos gt Desbloquear gt Digite a senha atual de 6 digitos e selecione o botao Desbloquear tem que ser no dispositivo autorizadoCaso nao se lembre da senha efetue os procedimentos de alteracao
Transferencia para uma conta no BB e aparece uma mensagem de Banco Invalido Como proceder,Provavelmente ao solicitar a transferencia voce esteja selecionando a opcao Outros Banco DOC ou TED equivocadamenteSe voce precisa transferir valor entre contas do BB voce precisa selecionar a opcao TransferenciagtTransf entre contas BB Neste caso basta informar data agencia conta e valor confira o nome do credor antes de confirmarSe voce precisa transferir valor para outro Banco diferente do BB entao voce precisa selecionar a opcao TransferenciagtOutros BancosgtDOC ou TED Neste caso precisa ser informado o Banco destinatario dentre outras informacoes
Transferi ou depositei na conta errada E agora,So e possivel cancelar a transferencia se ela foi agendada para uma data futura e nao tiver sido processada ainda O cancelamento pode ser efetuado nos canais de autoatendimento BB Terminal de autoatendimento BB internet ou celular na opcao TransferenciagtCancela agendamentoEsclarecemos que em respeito ao disposto no Art 3 da resolucao CMN 3695 de marco de 2009 o BB nao pode efetuar debitos em contas dos seus clientes sem previa autorizacao dos mesmos portanto o BB nao pode realizar o estorno de transferencias e depositos ja realizados
Conta Privativa o que e,A mensagem conta privativa pode ocorrer em alguns casos que impedem ou regulamentam os depositos Os casos mais comuns sao Transferencias para conta poupanca e equivocadamente voce digitou a opcao de conta corrente Transferencias para contas especificas para receber salario conta salario admite apenas credito do empregador Transferencias para contas aptas a receber somente deposito identificado neste caso portando do codigo identificador utilize a opcao deposito identificado Ou transferencia pelo Terminal de Autoatendimento Caixa Eletronico BB ou internet deposito identificado ou Transferencia ou deposito para conta que esteja impedida de receber creditos por outros motivos neste caso entre em contato com o titular da conta
Fiz uma transferencia e o valor nao foi creditado,Nao ha nos historicos registros de falhas de transferencias solicitadas e nao processadas por erro de sistema Porem podemos orientalo quais situacoes podem ocorrer ou como identificar se a transferencia foi ou nao processadaSe transferencia entre contas BB Consulte no extrato da conta se houve debito da transferencia solicitada Se o debito ocorreu a transferencia foi processada com sucesso  Consulte o comprovante da transferencia nos canais de autoatendimento Terminal autoatendimento BB internet ou celular na opcao Transferenciagt2 via de Comprovante de Transferencia e verifique os dados da conta de destino e veja se foram informados corretamente Caso voce tenha concluido que a transacao foi efetivada com sucesso entao peca que o destinatario confirme o credito em sua conta corrente ou conta poupanca se for o casoCaso o valor nao tenha sido debitado na sua conta corrente existem algumas possibilidadesnbsp no momento de informar a data foi informada uma data futura neste caso a transferencia foi agendada nos lancamentos futuros da conta a transferencia foi agendada e no dia marcado nao havia saldo suficiente disponivel confirme no extrato se havia saldo ou no momento da solicitacao a transacao nao foi concluida e o pedido de transferencia nao foi registrado 
Transferencia agendada a credito da minha conta Qual a origem,Os lancamentos que aparecem como agendados a credito no extrato da conta corrente referemse a agendamentos realizados por terceiros para a sua conta porem nao e possivel informar a origem Na data prevista para a efetivacao do credito caso se confirme o lancamento pelo remetente as informacoes sao descritas no extrato
